1;50
2;58
3;46
4;63
5;15
6;8
7;14
8;31
9;48
10;2
11;5
12;45
13;62
14;55
15;39
16;7
17;61
18;27
19;40
20;54
21;59
22;64
23;19
24;80
25;63
26;54
27;69
28;22
29;44
30;43
31;9
32;13
33;68
34;25
35;86
36;53
37;38
38;45
39;5
40;1
41;72
42;71
43;55
44;54
45;75
46;64
47;21
48;26
49;29
50;66
51;55
52;49
53;46
54;54
55;82
56;65
57;48
58;68
59;45
60;34
61;10
62;7
63;43
64;41
65;9
66;16
67;52
68;28
69;22
70;77
71;80
72;73
73;55
74;76
75;63
76;47
77;72
78;87
79;56
80;55
81;50
82;87
83;34
84;23
85;0
86;16
87;75
88;59
89;80
90;62
91;69
92;56
93;27
94;18
95;16
96;12
97;46
98;31
99;65
100;66
101;39
102;48
103;5
104;18
105;72
106;81
107;42
108;18
109;51
110;61
111;65
112;55
113;56
114;43
115;18
116;57
117;39
118;12
119;13
120;68
121;80
122;75
123;49
124;34
125;52
126;16
127;8
128;13
129;10
130;54
131;44
132;63
133;33
134;12
135;72
136;55
137;36
138;26
139;48
140;8
141;7
142;16
143;72
144;24
145;50
146;60
147;52
148;27
149;40
150;36
151;41
152;23
153;59
154;33
155;36
156;11
157;5
158;49
159;48
160;15
161;8
162;10
163;86
164;57
165;44
166;40
167;10
168;54
169;19
170;64
171;54
172;8
173;26
174;39
175;34
176;13
177;3
178;4
179;37
180;35
181;12
182;31
183;30
184;11
185;7
186;40
187;46
188;8
189;7
190;26
191;51
192;31
193;50
194;60
195;59
196;25
197;38
198;30
199;14
200;12
201;86
202;20
203;74
204;60
205;58
206;38
207;45
208;60
209;38
210;28
211;6
212;14
213;40
214;25
215;12
216;21
217;23
218;36
219;87
220;47
221;21
222;19
223;74
224;25
225;38
226;2
227;5
228;2
229;34
230;41
231;43
232;12
233;17
234;9
235;17
236;27
237;24
238;4
239;1
240;4
241;46
242;67
243;37
244;31
245;36
246;47
247;21
248;48
249;44
250;0
251;14
252;24
253;37
254;4
255;52
256;36
257;14
258;18
259;45
260;29
261;1
262;64
263;39
264;9
265;8
266;13
267;31
268;27
269;1
270;12
271;3
272;57
273;47
274;14
275;43
276;70
277;69
278;49
279;54
280;19
281;48
282;56
283;48
284;49
285;56
286;11
287;21
288;44
289;48
290;11
291;9
292;43
293;48
294;8
295;18
296;63
297;49
298;15
299;15
300;36
301;57
302;14
303;16
304;65
305;59
306;51
307;29
308;62
309;51
310;59
311;59
312;12
313;9
314;11
315;55
316;73
317;31
318;48
319;46
320;65
321;63
322;23
323;22
324;55
325;59
326;55
327;83
328;55
329;77
330;50
331;28
332;20
333;50
334;21
335;47
336;6
337;0
338;42
339;29
340;4
341;1
342;51
343;60
344;58
345;69
346;45
347;61
348;42
349;40
350;48
351;3
352;5
353;52
354;55
355;32
356;54
357;7
358;74
359;34
360;51
361;55
362;37
363;44
364;29
365;37
366;23
367;26
368;42
369;32
370;17
371;10
372;55
373;55
374;26
375;46
376;3
377;5
378;48
379;60
380;13
381;12
382;9
383;77
384;55
385;61
386;26
387;62
388;53
389;30
390;54
391;11
392;8
393;18
394;75
395;45
396;27
397;4
398;5
399;30
400;33
401;3
402;1
403;9
404;16
405;60
406;27
407;16
408;10
409;11
410;50
411;36
412;17
413;17
414;42
415;36
416;44
417;44
418;17
419;4
420;11
421;61
422;88
423;27
424;39
425;12
426;80
427;51
428;48
429;53
430;13
431;17
432;30
433;40
434;1
435;3
436;4
437;52
438;62
439;20
440;29
441;3
442;14
443;57
444;46
445;15
446;8
447;38
448;47
449;56
450;78
451;72
452;61
453;21
454;38
455;1
456;56
457;57
458;64
459;77
460;56
461;49
462;26
463;50
464;66
465;24
466;46
467;47
468;75
469;52
470;60
471;65
472;19
473;25
474;26
475;86
476;77
477;20
478;39
479;56
480;56
481;48
482;28
483;3
484;51
485;75
486;33
487;54
488;15
489;7
490;57
491;57
492;32
493;75
494;19
495;36
496;84
497;59
498;30
499;16
500;31
501;48
502;61
503;54
504;55
505;48
506;26
507;23
508;60
509;25
510;37
511;12
512;7
513;65
514;47
515;52
516;43
517;22
518;45
519;51
520;12
521;13
522;39
523;34
524;17
525;10
526;18
527;55
528;19
529;70
530;47
531;89
532;64
533;80
534;24
535;80
536;66
537;32
538;32
539;13
540;46
541;45
542;18
543;10
544;9
545;69
546;63
547;8
548;71
549;55
550;54
551;30
552;41
553;12
554;7
555;56
556;25
557;50
558;47
559;80
560;58
561;38
562;33
563;12
564;6
565;38
566;67
567;42
568;23
569;66
570;69
571;49
572;38
573;18
574;12
575;58
576;8
577;53
578;44
579;14
580;27
581;34
582;17
583;15
584;38
585;33
586;22
587;19
588;43
589;77
590;44
591;46
592;46
593;16
594;16
595;29
596;33
597;4
598;3
599;4
600;32
601;43
602;57
603;15
604;17
605;47
606;57
607;72
608;42
609;44
610;11
611;18
