1;51
2;60
3;10
4;10
5;27
6;70
7;49
8;33
9;9
10;5
11;59
12;52
13;39
14;72
15;80
16;24
17;43
18;63
19;30
20;38
21;16
22;71
23;75
24;31
25;38
26;10
27;4
28;7
29;19
30;20
31;59
32;76
33;46
34;33
35;10
36;8
37;64
38;46
39;61
40;87
41;51
42;64
43;24
44;41
45;23
46;61
47;20
48;63
49;38
50;17
51;14
52;64
53;43
54;33
55;0
56;9
57;27
58;30
59;5
60;3
61;35
62;17
63;3
64;15
65;58
66;58
67;76
68;46
69;33
70;3
71;29
72;66
73;37
74;76
75;60
76;43
77;21
78;52
79;36
80;60
81;45
82;42
83;3
84;1
85;14
86;42
87;40
88;16
89;10
90;50
91;38
92;12
93;6
94;33
95;43
96;0
97;4
98;60
99;50
100;46
101;60
102;51
103;19
104;37
105;58
106;45
107;52
108;42
109;61
110;73
111;47
112;74
113;31
114;85
115;22
116;67
117;56
118;75
119;79
120;61
121;69
122;19
123;84
124;27
125;44
126;39
127;7
128;51
129;50
130;21
131;73
132;43
133;62
134;23
135;63
136;20
137;56
138;24
139;65
140;51
141;30
142;30
143;66
144;47
145;19
146;78
147;68
148;96
149;63
150;38
151;89
152;20
153;29
154;53
155;38
156;44
157;11
158;5
159;35
160;42
161;16
162;14
163;47
164;37
165;36
166;9
167;12
168;48
169;43
170;12
171;13
172;31
173;46
174;34
175;14
176;2
177;2
178;57
179;42
180;60
181;17
182;18
183;73
184;58
185;59
186;51
187;38
188;96
189;68
190;24
191;55
192;88
193;21
194;46
195;49
196;53
197;35
198;19
199;32
200;53
201;53
202;46
203;76
204;63
205;36
206;13
207;11
208;35
209;49
210;34
211;7
212;9
213;17
214;71
215;69
216;71
217;42
218;65
219;65
220;20
221;47
222;49
223;75
224;61
225;52
226;10
227;7
228;70
229;33
230;35
231;6
232;7
233;9
234;43
235;57
236;43
237;43
238;17
239;55
240;20
241;25
242;34
243;51
244;45
245;18
246;12
247;7
248;50
249;24
250;79
251;44
252;62
253;51
254;49
255;57
256;25
257;41
258;55
259;82
260;59
261;61
262;52
263;47
264;18
265;7
266;52
267;48
268;61
269;32
270;78
271;69
272;50
273;76
274;37
275;38
276;17
277;5
278;69
279;68
280;51
281;82
282;26
283;35
284;53
285;78
286;41
287;25
288;25
289;49
290;23
291;41
292;73
293;78
294;20
295;72
296;56
297;56
298;36
299;61
300;66
301;40
302;59
303;44
304;73
305;68
306;64
307;20
308;23
309;37
310;25
311;39
312;87
313;63
314;34
315;16
316;81
317;79
318;45
319;30
320;4
321;11
322;8
323;54
324;51
325;32
326;30
327;16
328;7
329;12
330;68
331;61
332;62
333;6
334;11
335;49
336;40
337;41
338;8
339;0
340;5
341;1
342;17
343;44
344;35
345;42
346;41
347;4
348;15
349;32
350;78
351;50
352;41
353;65
354;54
355;45
356;28
357;71
358;63
359;16
360;66
361;64
362;31
363;42
364;63
365;11
366;7
367;13
368;56
369;29
370;49
371;53
372;37
373;63
374;36
375;28
376;1
377;3
378;49
379;62
380;38
381;57
382;26
383;63
384;85
385;33
386;19
387;40
388;24
389;72
390;30
391;18
392;19
393;71
394;53
395;71
396;24
397;55
398;58
399;36
400;23
401;2
402;69
403;24
404;59
405;66
406;32
407;40
408;15
409;4
410;8
411;51
412;60
413;60
414;62
415;16
416;6
417;56
418;56
419;27
420;38
421;55
422;28
423;20
424;45
425;19
426;40
427;44
428;4
429;3
430;1
431;42
432;45
433;0
434;1
435;7
436;53
437;30
438;14
439;29
440;79
441;81
442;60
443;45
444;26
445;26
446;40
447;41
448;55
449;32
450;15
451;15
452;60
453;49
454;42
455;57
456;51
457;55
458;32
459;30
460;74
461;73
462;72
463;42
464;46
465;65
466;21
467;27
468;31
469;35
470;38
471;32
472;42
473;5
474;4
475;41
476;61
477;82
478;73
479;58
480;34
481;28
482;4
483;3
484;27
485;58
486;32
487;32
488;19
489;55
490;55
491;27
492;8
493;16
494;55
495;50
496;8
497;15
498;62
499;71
500;40
501;45
502;8
503;18
504;56
505;28
506;52
507;60
508;79
509;31
510;19
511;16
512;7
513;41
514;73
515;29
516;55
517;14
518;16
519;12
520;53
521;56
522;54
523;67
524;56
525;55
526;21
527;51
528;49
529;40
530;63
531;55
532;50
533;26
534;94
535;92
536;54
537;57
538;51
539;59
540;16
541;18
542;46
543;61
544;57
545;47
546;51
547;77
548;54
549;58
550;64
551;90
552;20
553;29
554;4
555;0
556;29
557;12
558;11
559;45
560;27
561;0
562;1
563;73
564;86
565;22
566;33
567;29
568;52
569;54
570;20
571;28
572;75
573;52
574;37
575;25
576;67
577;74
578;42
579;48
580;5
581;51
582;43
583;17
584;15
585;46
586;79
587;64
588;55
589;61
590;59
591;53
592;38
593;19
594;20
595;3
596;8
597;8
598;18
599;0
600;17
601;63
602;74
603;34
604;40
605;7
606;15
607;6
608;71
609;70
610;40
611;41
612;16
613;16
614;56
615;46
616;40
617;18
618;64
619;19
620;14
621;37
622;32
623;2
624;4
625;55
626;69
627;74
628;87
629;46
630;66
631;19
632;50
633;60
634;45
635;49
636;4
637;2
638;50
639;65
640;68
641;44
642;19
643;82
644;47
645;17
646;50
647;57
648;16
649;77
650;27
651;28
652;61
653;6
654;14
655;49
656;38
657;11
658;73
659;29
660;42
661;41
662;2
663;13
664;34
665;38
666;12
667;14
668;46
669;75
670;29
671;57
672;72
673;59
674;33
675;10
676;73
677;69
678;44
679;9
680;22
681;80
682;49
683;60
684;10
685;11
686;51
687;62
688;35
689;34
690;53
691;62
692;74
693;21
694;44
695;28
696;10
697;15
698;46
699;44
700;18
701;36
702;48
703;6
704;1
705;45
706;44
707;55
708;27
709;26
710;33
711;60
712;35
713;15
714;7
715;10
716;30
717;45
718;50
719;93
720;59
721;57
722;62
723;6
724;12
725;18
726;65
727;64
728;73
729;22
730;43
731;3
732;12
733;12
734;58
735;55
736;9
737;34
738;28
739;3
740;12
741;2
742;31
743;37
744;1
745;2
746;5
747;59
748;47
749;53
750;62
751;54
752;49
753;54
754;93
755;56
756;37
757;57
758;58
759;61
760;70
761;34
762;50
763;15
764;45
765;26
766;18
767;69
768;51
769;44
770;40
771;6
772;5
773;42
774;70
775;59
776;47
777;50
778;48
779;43
780;0
781;48
782;38
783;15
784;38
785;22
786;44
787;66
788;76
789;77
790;97
791;30
792;52
793;76
794;55
795;33
796;40
797;18
798;3
799;9
800;51
801;72
802;40
803;37
804;7
805;10
806;41
807;58
808;92
809;57
810;43
811;73
812;67
813;48
814;50
815;36
816;57
817;47
818;52
819;40
820;46
821;9
822;9
823;40
824;48
825;13
826;34
827;14
828;58
829;44
830;34
831;16
832;71
833;66
834;58
835;47
836;47
837;70
838;62
839;45
840;27
841;67
842;34
843;70
844;51
845;43
846;38
847;17
848;52
849;73
850;34
851;31
852;58
853;52
854;13
855;15
856;71
857;52
858;67
859;73
860;74
861;59
862;33
863;67
864;29
865;43
866;5
867;10
868;33
869;35
870;15
871;16
872;56
873;45
874;59
875;29
876;81
877;66
878;58
879;41
880;34
881;36
882;20
883;61
884;45
885;23
886;56
887;21
888;20
889;19
890;61
891;25
892;19
893;40
894;57
895;7
896;17
897;8
898;21
899;68
900;64
901;22
902;33
903;5
904;1
905;14
906;44
907;32
908;3
909;8
910;7
911;27
912;39
913;4
914;60
915;7
916;13
917;62
918;79
919;35
920;35
921;3
922;1
923;43
924;45
925;2
926;1
927;43
928;44
929;9
930;9
931;28
932;76
933;24
934;67
935;60
936;77
937;56
938;33
939;66
940;74
941;47
942;41
943;45
944;1
945;9
946;81
947;30
948;53
949;8
950;72
951;38
952;35
953;41
954;10
955;25
956;54
957;36
958;45
959;1
960;54
961;32
962;87
963;48
964;61
965;58
966;71
967;66
968;47
969;42
970;11
971;18
972;16
973;7
974;24
975;58
976;77
977;57
978;31
979;51
980;51
981;22
982;75
983;52
984;62
985;23
986;48
987;47
988;13
989;10
990;28
991;91
992;60
993;41
994;34
995;11
996;11
997;42
998;45
999;1
1000;17
1001;41
1002;48
1003;1
1004;17
1005;3
1006;55
1007;73
1008;62
1009;21
1010;25
1011;24
1012;37
1013;0
1014;19
1015;41
1016;86
1017;29
1018;62
1019;7
1020;8
1021;27
1022;18
1023;32
1024;38
1025;7
1026;11
1027;8
1028;39
1029;44
1030;44
1031;53
1032;18
1033;11
1034;13
1035;32
1036;40
1037;63
1038;85
1039;78
1040;67
1041;29
1042;61
1043;79
1044;77
1045;70
1046;32
1047;19
1048;28
1049;47
1050;58
1051;73
1052;34
1053;52
1054;37
1055;13
1056;13
1057;8
1058;18
1059;37
1060;11
1061;70
1062;38
1063;12
1064;43
1065;45
1066;75
1067;45
1068;50
1069;51
1070;54
1071;64
1072;59
1073;60
1074;40
1075;9
1076;18
1077;9
1078;78
1079;21
1080;31
1081;44
1082;29
1083;8
1084;7
1085;62
1086;73
1087;88
1088;41
1089;70
1090;81
1091;25
1092;65
1093;47
1094;43
1095;70
1096;22
1097;66
1098;47
1099;36
1100;31
1101;3
1102;35
1103;37
1104;6
1105;13
1106;9
1107;49
